chord,rootnote,octave,notes,midi_numbers,formula
dim7,D,7,"D, F, G#, B","86, 89, 92, 95","0, 3, 6, 9"
min6,D,7,"D, F, A, B","86, 89, 93, 95","0, 3, 7, 9"
maj9,D,7,"D, F#, A, C#, E","86, 90, 93, 97, 100","0, 4, 7, 11, 14"
7sus2,D,7,"D, E, A, C","86, 88, 93, 96","0, 2, 7, 10"
7sus4,D,7,"D, G, A, C","86, 91, 93, 96","0, 5, 7, 10"
7b5,D,7,"D, F#, G#, C","86, 90, 92, 96","0, 4, 6, 10"
7#5,D,7,"D, F#, A#, C","86, 90, 94, 96","0, 4, 8, 10"
7b9,D,7,"D, F#, A, C, D#","86, 90, 93, 96, 99","0, 4, 7, 10, 13"
7#9,D,7,"D, F#, A, C, F","86, 90, 93, 96, 101","0, 4, 7, 10, 15"
hdim,D,7,"D, F, G#, C","86, 89, 92, 96","0, 3, 6, 10"
maj,D#,7,"D#, G, A#","87, 91, 94","0, 4, 7"
min,D#,7,"D#, F#, A#","87, 90, 94","0, 3, 7"
7,D#,7,"D#, G, A#, C#","87, 91, 94, 97","0, 4, 7, 10"
maj7,D#,7,"D#, G, A#, D","87, 91, 94, 98","0, 4, 7, 11"
min7,D#,7,"D#, F#, A#, C#","87, 90, 94, 97","0, 3, 7, 10"
minmaj7,D#,7,"D#, F#, A#, D","87, 90, 94, 98","0, 3, 7, 11"
dim,D#,7,"D#, F#, A","87, 90, 93","0, 3, 6"
aug,D#,7,"D#, G, B","87, 91, 95","0, 4, 8"
aug(b7),D#,7,"D#, G, B, D","87, 91, 95, 98","0, 4, 8, 11"
sus2,D#,7,"D#, F, A#","87, 89, 94","0, 2, 7"
sus4,D#,7,"D#, G#, A#","87, 92, 94","0, 5, 7"
#4,D#,7,"D#, A, A#","87, 93, 94","0, 6, 7"
9,D#,7,"D#, G, A#, C#, F","87, 91, 94, 97, 101","0, 4, 7, 10, 14"
11,D#,7,"D#, G, A#, C#, F, G#","87, 91, 94, 97, 101, 104","0, 4, 7, 10, 14, 17"
13,D#,7,"D#, G, A#, C#, F, G#, C","87, 91, 94, 97, 101, 104, 108","0, 4, 7, 10, 14, 17, 21"
min9,D#,7,"D#, F#, A#, C#, F","87, 90, 94, 97, 101","0, 3, 7, 10, 14"
min11,D#,7,"D#, F#, A#, C#, F, G#","87, 90, 94, 97, 101, 104","0, 3, 7, 10, 14, 17"
min13,D#,7,"D#, F#, A#, C#, F, G#, C","87, 90, 94, 97, 101, 104, 108","0, 3, 7, 10, 14, 17, 21"
maj6,D#,7,"D#, G, A#, C","87, 91, 94, 96","0, 4, 7, 9"
b6,D#,7,"D#, G, A#, B","87, 91, 94, 95","0, 4, 7, 8"
b3,D#,7,"D#, F, G, A#","87, 89, 91, 94","0, 2, 4, 7"
#9,D#,7,"D#, G, A#, F#","87, 91, 94, 102","0, 4, 7, 15"
dim7,D#,7,"D#, F#, A, C","87, 90, 93, 96","0, 3, 6, 9"
min6,D#,7,"D#, F#, A#, C","87, 90, 94, 96","0, 3, 7, 9"
maj9,D#,7,"D#, G, A#, D, F","87, 91, 94, 98, 101","0, 4, 7, 11, 14"
7sus2,D#,7,"D#, F, A#, C#","87, 89, 94, 97","0, 2, 7, 10"
7sus4,D#,7,"D#, G#, A#, C#","87, 92, 94, 97","0, 5, 7, 10"
7b5,D#,7,"D#, G, A, C#","87, 91, 93, 97","0, 4, 6, 10"
7#5,D#,7,"D#, G, B, C#","87, 91, 95, 97","0, 4, 8, 10"
7b9,D#,7,"D#, G, A#, C#, E","87, 91, 94, 97, 100","0, 4, 7, 10, 13"
7#9,D#,7,"D#, G, A#, C#, F#","87, 91, 94, 97, 102","0, 4, 7, 10, 15"
hdim,D#,7,"D#, F#, A, C#","87, 90, 93, 97","0, 3, 6, 10"
maj,E,7,"E, G#, B","88, 92, 95","0, 4, 7"
min,E,7,"E, G, B","88, 91, 95","0, 3, 7"
7,E,7,"E, G#, B, D","88, 92, 95, 98","0, 4, 7, 10"
maj7,E,7,"E, G#, B, D#","88, 92, 95, 99","0, 4, 7, 11"
min7,E,7,"E, G, B, D","88, 91, 95, 98","0, 3, 7, 10"
minmaj7,E,7,"E, G, B, D#","88, 91, 95, 99","0, 3, 7, 11"
dim,E,7,"E, G, A#","88, 91, 94","0, 3, 6"
aug,E,7,"E, G#, C","88, 92, 96","0, 4, 8"
aug(b7),E,7,"E, G#, C, D#","88, 92, 96, 99","0, 4, 8, 11"
sus2,E,7,"E, F#, B","88, 90, 95","0, 2, 7"
sus4,E,7,"E, A, B","88, 93, 95","0, 5, 7"
#4,E,7,"E, A#, B","88, 94, 95","0, 6, 7"
9,E,7,"E, G#, B, D, F#","88, 92, 95, 98, 102","0, 4, 7, 10, 14"
11,E,7,"E, G#, B, D, F#, A","88, 92, 95, 98, 102, 105","0, 4, 7, 10, 14, 17"
13,E,7,"E, G#, B, D, F#, A, C#","88, 92, 95, 98, 102, 105, 109","0, 4, 7, 10, 14, 17, 21"
min9,E,7,"E, G, B, D, F#","88, 91, 95, 98, 102","0, 3, 7, 10, 14"
min11,E,7,"E, G, B, D, F#, A","88, 91, 95, 98, 102, 105","0, 3, 7, 10, 14, 17"
min13,E,7,"E, G, B, D, F#, A, C#","88, 91, 95, 98, 102, 105, 109","0, 3, 7, 10, 14, 17, 21"
maj6,E,7,"E, G#, B, C#","88, 92, 95, 97","0, 4, 7, 9"
b6,E,7,"E, G#, B, C","88, 92, 95, 96","0, 4, 7, 8"
b3,E,7,"E, F#, G#, B","88, 90, 92, 95","0, 2, 4, 7"
#9,E,7,"E, G#, B, G","88, 92, 95, 103","0, 4, 7, 15"
dim7,E,7,"E, G, A#, C#","88, 91, 94, 97","0, 3, 6, 9"
min6,E,7,"E, G, B, C#","88, 91, 95, 97","0, 3, 7, 9"
maj9,E,7,"E, G#, B, D#, F#","88, 92, 95, 99, 102","0, 4, 7, 11, 14"
7sus2,E,7,"E, F#, B, D","88, 90, 95, 98","0, 2, 7, 10"
7sus4,E,7,"E, A, B, D","88, 93, 95, 98","0, 5, 7, 10"
7b5,E,7,"E, G#, A#, D","88, 92, 94, 98","0, 4, 6, 10"
7#5,E,7,"E, G#, C, D","88, 92, 96, 98","0, 4, 8, 10"
7b9,E,7,"E, G#, B, D, F","88, 92, 95, 98, 101","0, 4, 7, 10, 13"
7#9,E,7,"E, G#, B, D, G","88, 92, 95, 98, 103","0, 4, 7, 10, 15"
hdim,E,7,"E, G, A#, D","88, 91, 94, 98","0, 3, 6, 10"
maj,F,7,"F, A, C","89, 93, 96","0, 4, 7"
min,F,7,"F, G#, C","89, 92, 96","0, 3, 7"
7,F,7,"F, A, C, D#","89, 93, 96, 99","0, 4, 7, 10"
maj7,F,7,"F, A, C, E","89, 93, 96, 100","0, 4, 7, 11"
min7,F,7,"F, G#, C, D#","89, 92, 96, 99","0, 3, 7, 10"
minmaj7,F,7,"F, G#, C, E","89, 92, 96, 100","0, 3, 7, 11"
dim,F,7,"F, G#, B","89, 92, 95","0, 3, 6"
aug,F,7,"F, A, C#","89, 93, 97","0, 4, 8"
aug(b7),F,7,"F, A, C#, E","89, 93, 97, 100","0, 4, 8, 11"
sus2,F,7,"F, G, C","89, 91, 96","0, 2, 7"
sus4,F,7,"F, A#, C","89, 94, 96","0, 5, 7"
#4,F,7,"F, B, C","89, 95, 96","0, 6, 7"
9,F,7,"F, A, C, D#, G","89, 93, 96, 99, 103","0, 4, 7, 10, 14"
11,F,7,"F, A, C, D#, G, A#","89, 93, 96, 99, 103, 106","0, 4, 7, 10, 14, 17"
13,F,7,"F, A, C, D#, G, A#, D","89, 93, 96, 99, 103, 106, 110","0, 4, 7, 10, 14, 17, 21"
min9,F,7,"F, G#, C, D#, G","89, 92, 96, 99, 103","0, 3, 7, 10, 14"
min11,F,7,"F, G#, C, D#, G, A#","89, 92, 96, 99, 103, 106","0, 3, 7, 10, 14, 17"
min13,F,7,"F, G#, C, D#, G, A#, D","89, 92, 96, 99, 103, 106, 110","0, 3, 7, 10, 14, 17, 21"
maj6,F,7,"F, A, C, D","89, 93, 96, 98","0, 4, 7, 9"
b6,F,7,"F, A, C, C#","89, 93, 96, 97","0, 4, 7, 8"
b3,F,7,"F, G, A, C","89, 91, 93, 96","0, 2, 4, 7"
#9,F,7,"F, A, C, G#","89, 93, 96, 104","0, 4, 7, 15"
dim7,F,7,"F, G#, B, D","89, 92, 95, 98","0, 3, 6, 9"
min6,F,7,"F, G#, C, D","89, 92, 96, 98","0, 3, 7, 9"
maj9,F,7,"F, A, C, E, G","89, 93, 96, 100, 103","0, 4, 7, 11, 14"
7sus2,F,7,"F, G, C, D#","89, 91, 96, 99","0, 2, 7, 10"
7sus4,F,7,"F, A#, C, D#","89, 94, 96, 99","0, 5, 7, 10"
7b5,F,7,"F, A, B, D#","89, 93, 95, 99","0, 4, 6, 10"
7#5,F,7,"F, A, C#, D#","89, 93, 97, 99","0, 4, 8, 10"
7b9,F,7,"F, A, C, D#, F#","89, 93, 96, 99, 102","0, 4, 7, 10, 13"
7#9,F,7,"F, A, C, D#, G#","89, 93, 96, 99, 104","0, 4, 7, 10, 15"
hdim,F,7,"F, G#, B, D#","89, 92, 95, 99","0, 3, 6, 10"
maj,F#,7,"F#, A#, C#","90, 94, 97","0, 4, 7"
min,F#,7,"F#, A, C#","90, 93, 97","0, 3, 7"
7,F#,7,"F#, A#, C#, E","90, 94, 97, 100","0, 4, 7, 10"
maj7,F#,7,"F#, A#, C#, F","90, 94, 97, 101","0, 4, 7, 11"
min7,F#,7,"F#, A, C#, E","90, 93, 97, 100","0, 3, 7, 10"
minmaj7,F#,7,"F#, A, C#, F","90, 93, 97, 101","0, 3, 7, 11"
dim,F#,7,"F#, A, C","90, 93, 96","0, 3, 6"
aug,F#,7,"F#, A#, D","90, 94, 98","0, 4, 8"
aug(b7),F#,7,"F#, A#, D, F","90, 94, 98, 101","0, 4, 8, 11"
sus2,F#,7,"F#, G#, C#","90, 92, 97","0, 2, 7"
sus4,F#,7,"F#, B, C#","90, 95, 97","0, 5, 7"
#4,F#,7,"F#, C, C#","90, 96, 97","0, 6, 7"
9,F#,7,"F#, A#, C#, E, G#","90, 94, 97, 100, 104","0, 4, 7, 10, 14"
11,F#,7,"F#, A#, C#, E, G#, B","90, 94, 97, 100, 104, 107","0, 4, 7, 10, 14, 17"
13,F#,7,"F#, A#, C#, E, G#, B, D#","90, 94, 97, 100, 104, 107, 111","0, 4, 7, 10, 14, 17, 21"
min9,F#,7,"F#, A, C#, E, G#","90, 93, 97, 100, 104","0, 3, 7, 10, 14"
min11,F#,7,"F#, A, C#, E, G#, B","90, 93, 97, 100, 104, 107","0, 3, 7, 10, 14, 17"
min13,F#,7,"F#, A, C#, E, G#, B, D#","90, 93, 97, 100, 104, 107, 111","0, 3, 7, 10, 14, 17, 21"
maj6,F#,7,"F#, A#, C#, D#","90, 94, 97, 99","0, 4, 7, 9"
b6,F#,7,"F#, A#, C#, D","90, 94, 97, 98","0, 4, 7, 8"
b3,F#,7,"F#, G#, A#, C#","90, 92, 94, 97","0, 2, 4, 7"
#9,F#,7,"F#, A#, C#, A","90, 94, 97, 105","0, 4, 7, 15"
dim7,F#,7,"F#, A, C, D#","90, 93, 96, 99","0, 3, 6, 9"
min6,F#,7,"F#, A, C#, D#","90, 93, 97, 99","0, 3, 7, 9"
maj9,F#,7,"F#, A#, C#, F, G#","90, 94, 97, 101, 104","0, 4, 7, 11, 14"
7sus2,F#,7,"F#, G#, C#, E","90, 92, 97, 100","0, 2, 7, 10"
7sus4,F#,7,"F#, B, C#, E","90, 95, 97, 100","0, 5, 7, 10"
7b5,F#,7,"F#, A#, C, E","90, 94, 96, 100","0, 4, 6, 10"
7#5,F#,7,"F#, A#, D, E","90, 94, 98, 100","0, 4, 8, 10"
7b9,F#,7,"F#, A#, C#, E, G","90, 94, 97, 100, 103","0, 4, 7, 10, 13"
7#9,F#,7,"F#, A#, C#, E, A","90, 94, 97, 100, 105","0, 4, 7, 10, 15"
hdim,F#,7,"F#, A, C, E","90, 93, 96, 100","0, 3, 6, 10"
maj,G,7,"G, B, D","91, 95, 98","0, 4, 7"
min,G,7,"G, A#, D","91, 94, 98","0, 3, 7"
7,G,7,"G, B, D, F","91, 95, 98, 101","0, 4, 7, 10"
maj7,G,7,"G, B, D, F#","91, 95, 98, 102","0, 4, 7, 11"
min7,G,7,"G, A#, D, F","91, 94, 98, 101","0, 3, 7, 10"
minmaj7,G,7,"G, A#, D, F#","91, 94, 98, 102","0, 3, 7, 11"
dim,G,7,"G, A#, C#","91, 94, 97","0, 3, 6"
aug,G,7,"G, B, D#","91, 95, 99","0, 4, 8"
aug(b7),G,7,"G, B, D#, F#","91, 95, 99, 102","0, 4, 8, 11"
sus2,G,7,"G, A, D","91, 93, 98","0, 2, 7"
sus4,G,7,"G, C, D","91, 96, 98","0, 5, 7"
#4,G,7,"G, C#, D","91, 97, 98","0, 6, 7"
9,G,7,"G, B, D, F, A","91, 95, 98, 101, 105","0, 4, 7, 10, 14"
11,G,7,"G, B, D, F, A, C","91, 95, 98, 101, 105, 108","0, 4, 7, 10, 14, 17"
13,G,7,"G, B, D, F, A, C, E","91, 95, 98, 101, 105, 108, 112","0, 4, 7, 10, 14, 17, 21"
min9,G,7,"G, A#, D, F, A","91, 94, 98, 101, 105","0, 3, 7, 10, 14"
min11,G,7,"G, A#, D, F, A, C","91, 94, 98, 101, 105, 108","0, 3, 7, 10, 14, 17"
min13,G,7,"G, A#, D, F, A, C, E","91, 94, 98, 101, 105, 108, 112","0, 3, 7, 10, 14, 17, 21"
maj6,G,7,"G, B, D, E","91, 95, 98, 100","0, 4, 7, 9"
b6,G,7,"G, B, D, D#","91, 95, 98, 99","0, 4, 7, 8"
b3,G,7,"G, A, B, D","91, 93, 95, 98","0, 2, 4, 7"
#9,G,7,"G, B, D, A#","91, 95, 98, 106","0, 4, 7, 15"
dim7,G,7,"G, A#, C#, E","91, 94, 97, 100","0, 3, 6, 9"
min6,G,7,"G, A#, D, E","91, 94, 98, 100","0, 3, 7, 9"
maj9,G,7,"G, B, D, F#, A","91, 95, 98, 102, 105","0, 4, 7, 11, 14"
7sus2,G,7,"G, A, D, F","91, 93, 98, 101","0, 2, 7, 10"
7sus4,G,7,"G, C, D, F","91, 96, 98, 101","0, 5, 7, 10"
7b5,G,7,"G, B, C#, F","91, 95, 97, 101","0, 4, 6, 10"
7#5,G,7,"G, B, D#, F","91, 95, 99, 101","0, 4, 8, 10"
7b9,G,7,"G, B, D, F, G#","91, 95, 98, 101, 104","0, 4, 7, 10, 13"
7#9,G,7,"G, B, D, F, A#","91, 95, 98, 101, 106","0, 4, 7, 10, 15"
hdim,G,7,"G, A#, C#, F","91, 94, 97, 101","0, 3, 6, 10"
maj,G#,7,"G#, C, D#","92, 96, 99","0, 4, 7"
min,G#,7,"G#, B, D#","92, 95, 99","0, 3, 7"
7,G#,7,"G#, C, D#, F#","92, 96, 99, 102","0, 4, 7, 10"
maj7,G#,7,"G#, C, D#, G","92, 96, 99, 103","0, 4, 7, 11"
min7,G#,7,"G#, B, D#, F#","92, 95, 99, 102","0, 3, 7, 10"
minmaj7,G#,7,"G#, B, D#, G","92, 95, 99, 103","0, 3, 7, 11"
dim,G#,7,"G#, B, D","92, 95, 98","0, 3, 6"
aug,G#,7,"G#, C, E","92, 96, 100","0, 4, 8"
aug(b7),G#,7,"G#, C, E, G","92, 96, 100, 103","0, 4, 8, 11"
sus2,G#,7,"G#, A#, D#","92, 94, 99","0, 2, 7"
sus4,G#,7,"G#, C#, D#","92, 97, 99","0, 5, 7"
#4,G#,7,"G#, D, D#","92, 98, 99","0, 6, 7"
9,G#,7,"G#, C, D#, F#, A#","92, 96, 99, 102, 106","0, 4, 7, 10, 14"
11,G#,7,"G#, C, D#, F#, A#, C#","92, 96, 99, 102, 106, 109","0, 4, 7, 10, 14, 17"
13,G#,7,"G#, C, D#, F#, A#, C#, F","92, 96, 99, 102, 106, 109, 113","0, 4, 7, 10, 14, 17, 21"
min9,G#,7,"G#, B, D#, F#, A#","92, 95, 99, 102, 106","0, 3, 7, 10, 14"
min11,G#,7,"G#, B, D#, F#, A#, C#","92, 95, 99, 102, 106, 109","0, 3, 7, 10, 14, 17"
min13,G#,7,"G#, B, D#, F#, A#, C#, F","92, 95, 99, 102, 106, 109, 113","0, 3, 7, 10, 14, 17, 21"
maj6,G#,7,"G#, C, D#, F","92, 96, 99, 101","0, 4, 7, 9"
b6,G#,7,"G#, C, D#, E","92, 96, 99, 100","0, 4, 7, 8"
b3,G#,7,"G#, A#, C, D#","92, 94, 96, 99","0, 2, 4, 7"
#9,G#,7,"G#, C, D#, B","92, 96, 99, 107","0, 4, 7, 15"
dim7,G#,7,"G#, B, D, F","92, 95, 98, 101","0, 3, 6, 9"
min6,G#,7,"G#, B, D#, F","92, 95, 99, 101","0, 3, 7, 9"
maj9,G#,7,"G#, C, D#, G, A#","92, 96, 99, 103, 106","0, 4, 7, 11, 14"
7sus2,G#,7,"G#, A#, D#, F#","92, 94, 99, 102","0, 2, 7, 10"
7sus4,G#,7,"G#, C#, D#, F#","92, 97, 99, 102","0, 5, 7, 10"
7b5,G#,7,"G#, C, D, F#","92, 96, 98, 102","0, 4, 6, 10"
7#5,G#,7,"G#, C, E, F#","92, 96, 100, 102","0, 4, 8, 10"
7b9,G#,7,"G#, C, D#, F#, A","92, 96, 99, 102, 105","0, 4, 7, 10, 13"
7#9,G#,7,"G#, C, D#, F#, B","92, 96, 99, 102, 107","0, 4, 7, 10, 15"
hdim,G#,7,"G#, B, D, F#","92, 95, 98, 102","0, 3, 6, 10"
maj,A,7,"A, C#, E","93, 97, 100","0, 4, 7"
min,A,7,"A, C, E","93, 96, 100","0, 3, 7"
7,A,7,"A, C#, E, G","93, 97, 100, 103","0, 4, 7, 10"
maj7,A,7,"A, C#, E, G#","93, 97, 100, 104","0, 4, 7, 11"
min7,A,7,"A, C, E, G","93, 96, 100, 103","0, 3, 7, 10"
minmaj7,A,7,"A, C, E, G#","93, 96, 100, 104","0, 3, 7, 11"
dim,A,7,"A, C, D#","93, 96, 99","0, 3, 6"
aug,A,7,"A, C#, F","93, 97, 101","0, 4, 8"
aug(b7),A,7,"A, C#, F, G#","93, 97, 101, 104","0, 4, 8, 11"
sus2,A,7,"A, B, E","93, 95, 100","0, 2, 7"
sus4,A,7,"A, D, E","93, 98, 100","0, 5, 7"
#4,A,7,"A, D#, E","93, 99, 100","0, 6, 7"
9,A,7,"A, C#, E, G, B","93, 97, 100, 103, 107","0, 4, 7, 10, 14"
11,A,7,"A, C#, E, G, B, D","93, 97, 100, 103, 107, 110","0, 4, 7, 10, 14, 17"
13,A,7,"A, C#, E, G, B, D, F#","93, 97, 100, 103, 107, 110, 114","0, 4, 7, 10, 14, 17, 21"
min9,A,7,"A, C, E, G, B","93, 96, 100, 103, 107","0, 3, 7, 10, 14"
min11,A,7,"A, C, E, G, B, D","93, 96, 100, 103, 107, 110","0, 3, 7, 10, 14, 17"
min13,A,7,"A, C, E, G, B, D, F#","93, 96, 100, 103, 107, 110, 114","0, 3, 7, 10, 14, 17, 21"
maj6,A,7,"A, C#, E, F#","93, 97, 100, 102","0, 4, 7, 9"
b6,A,7,"A, C#, E, F","93, 97, 100, 101","0, 4, 7, 8"
b3,A,7,"A, B, C#, E","93, 95, 97, 100","0, 2, 4, 7"
#9,A,7,"A, C#, E, C","93, 97, 100, 108","0, 4, 7, 15"
dim7,A,7,"A, C, D#, F#","93, 96, 99, 102","0, 3, 6, 9"
min6,A,7,"A, C, E, F#","93, 96, 100, 102","0, 3, 7, 9"
maj9,A,7,"A, C#, E, G#, B","93, 97, 100, 104, 107","0, 4, 7, 11, 14"
7sus2,A,7,"A, B, E, G","93, 95, 100, 103","0, 2, 7, 10"
7sus4,A,7,"A, D, E, G","93, 98, 100, 103","0, 5, 7, 10"
7b5,A,7,"A, C#, D#, G","93, 97, 99, 103","0, 4, 6, 10"
7#5,A,7,"A, C#, F, G","93, 97, 101, 103","0, 4, 8, 10"
7b9,A,7,"A, C#, E, G, A#","93, 97, 100, 103, 106","0, 4, 7, 10, 13"
7#9,A,7,"A, C#, E, G, C","93, 97, 100, 103, 108","0, 4, 7, 10, 15"
hdim,A,7,"A, C, D#, G","93, 96, 99, 103","0, 3, 6, 10"
maj,A#,7,"A#, D, F","94, 98, 101","0, 4, 7"
min,A#,7,"A#, C#, F","94, 97, 101","0, 3, 7"
7,A#,7,"A#, D, F, G#","94, 98, 101, 104","0, 4, 7, 10"
maj7,A#,7,"A#, D, F, A","94, 98, 101, 105","0, 4, 7, 11"
min7,A#,7,"A#, C#, F, G#","94, 97, 101, 104","0, 3, 7, 10"
minmaj7,A#,7,"A#, C#, F, A","94, 97, 101, 105","0, 3, 7, 11"
dim,A#,7,"A#, C#, E","94, 97, 100","0, 3, 6"
aug,A#,7,"A#, D, F#","94, 98, 102","0, 4, 8"
aug(b7),A#,7,"A#, D, F#, A","94, 98, 102, 105","0, 4, 8, 11"
sus2,A#,7,"A#, C, F","94, 96, 101","0, 2, 7"
sus4,A#,7,"A#, D#, F","94, 99, 101","0, 5, 7"
#4,A#,7,"A#, E, F","94, 100, 101","0, 6, 7"
9,A#,7,"A#, D, F, G#, C","94, 98, 101, 104, 108","0, 4, 7, 10, 14"
11,A#,7,"A#, D, F, G#, C, D#","94, 98, 101, 104, 108, 111","0, 4, 7, 10, 14, 17"
13,A#,7,"A#, D, F, G#, C, D#, G","94, 98, 101, 104, 108, 111, 115","0, 4, 7, 10, 14, 17, 21"
min9,A#,7,"A#, C#, F, G#, C","94, 97, 101, 104, 108","0, 3, 7, 10, 14"
min11,A#,7,"A#, C#, F, G#, C, D#","94, 97, 101, 104, 108, 111","0, 3, 7, 10, 14, 17"
min13,A#,7,"A#, C#, F, G#, C, D#, G","94, 97, 101, 104, 108, 111, 115","0, 3, 7, 10, 14, 17, 21"
maj6,A#,7,"A#, D, F, G","94, 98, 101, 103","0, 4, 7, 9"
b6,A#,7,"A#, D, F, F#","94, 98, 101, 102","0, 4, 7, 8"
b3,A#,7,"A#, C, D, F","94, 96, 98, 101","0, 2, 4, 7"
#9,A#,7,"A#, D, F, C#","94, 98, 101, 109","0, 4, 7, 15"
dim7,A#,7,"A#, C#, E, G","94, 97, 100, 103","0, 3, 6, 9"
min6,A#,7,"A#, C#, F, G","94, 97, 101, 103","0, 3, 7, 9"
maj9,A#,7,"A#, D, F, A, C","94, 98, 101, 105, 108","0, 4, 7, 11, 14"
7sus2,A#,7,"A#, C, F, G#","94, 96, 101, 104","0, 2, 7, 10"
7sus4,A#,7,"A#, D#, F, G#","94, 99, 101, 104","0, 5, 7, 10"
7b5,A#,7,"A#, D, E, G#","94, 98, 100, 104","0, 4, 6, 10"
7#5,A#,7,"A#, D, F#, G#","94, 98, 102, 104","0, 4, 8, 10"
7b9,A#,7,"A#, D, F, G#, B","94, 98, 101, 104, 107","0, 4, 7, 10, 13"
7#9,A#,7,"A#, D, F, G#, C#","94, 98, 101, 104, 109","0, 4, 7, 10, 15"
hdim,A#,7,"A#, C#, E, G#","94, 97, 100, 104","0, 3, 6, 10"
maj,B,7,"B, D#, F#","95, 99, 102","0, 4, 7"
min,B,7,"B, D, F#","95, 98, 102","0, 3, 7"
7,B,7,"B, D#, F#, A","95, 99, 102, 105","0, 4, 7, 10"
maj7,B,7,"B, D#, F#, A#","95, 99, 102, 106","0, 4, 7, 11"
min7,B,7,"B, D, F#, A","95, 98, 102, 105","0, 3, 7, 10"
minmaj7,B,7,"B, D, F#, A#","95, 98, 102, 106","0, 3, 7, 11"
dim,B,7,"B, D, F","95, 98, 101","0, 3, 6"
aug,B,7,"B, D#, G","95, 99, 103","0, 4, 8"
aug(b7),B,7,"B, D#, G, A#","95, 99, 103, 106","0, 4, 8, 11"
sus2,B,7,"B, C#, F#","95, 97, 102","0, 2, 7"
sus4,B,7,"B, E, F#","95, 100, 102","0, 5, 7"
#4,B,7,"B, F, F#","95, 101, 102","0, 6, 7"
9,B,7,"B, D#, F#, A, C#","95, 99, 102, 105, 109","0, 4, 7, 10, 14"
11,B,7,"B, D#, F#, A, C#, E","95, 99, 102, 105, 109, 112","0, 4, 7, 10, 14, 17"
13,B,7,"B, D#, F#, A, C#, E, G#","95, 99, 102, 105, 109, 112, 116","0, 4, 7, 10, 14, 17, 21"
min9,B,7,"B, D, F#, A, C#","95, 98, 102, 105, 109","0, 3, 7, 10, 14"
min11,B,7,"B, D, F#, A, C#, E","95, 98, 102, 105, 109, 112","0, 3, 7, 10, 14, 17"
min13,B,7,"B, D, F#, A, C#, E, G#","95, 98, 102, 105, 109, 112, 116","0, 3, 7, 10, 14, 17, 21"
maj6,B,7,"B, D#, F#, G#","95, 99, 102, 104","0, 4, 7, 9"
b6,B,7,"B, D#, F#, G","95, 99, 102, 103","0, 4, 7, 8"
b3,B,7,"B, C#, D#, F#","95, 97, 99, 102","0, 2, 4, 7"
#9,B,7,"B, D#, F#, D","95, 99, 102, 110","0, 4, 7, 15"
dim7,B,7,"B, D, F, G#","95, 98, 101, 104","0, 3, 6, 9"
min6,B,7,"B, D, F#, G#","95, 98, 102, 104","0, 3, 7, 9"
maj9,B,7,"B, D#, F#, A#, C#","95, 99, 102, 106, 109","0, 4, 7, 11, 14"
7sus2,B,7,"B, C#, F#, A","95, 97, 102, 105","0, 2, 7, 10"
7sus4,B,7,"B, E, F#, A","95, 100, 102, 105","0, 5, 7, 10"
7b5,B,7,"B, D#, F, A","95, 99, 101, 105","0, 4, 6, 10"
7#5,B,7,"B, D#, G, A","95, 99, 103, 105","0, 4, 8, 10"
7b9,B,7,"B, D#, F#, A, C","95, 99, 102, 105, 108","0, 4, 7, 10, 13"
7#9,B,7,"B, D#, F#, A, D","95, 99, 102, 105, 110","0, 4, 7, 10, 15"
hdim,B,7,"B, D, F, A","95, 98, 101, 105","0, 3, 6, 10"
